1	0.98	1	0.98	1	0.98	1	0.98
2	0.98	2	0.98	2	0.98	2	0.98
3	0.98	3	0.98	3	0.98	3	0.98
4	0.98	4	0.98	4	0.98	4	0.98
5	0.98	5	0.98	5	0.98	5	0.98
6	0.98	6	0.98	6	0.98	6	0.98
7	0.98	7	0.98	7	0.98	7	0.98
8	0.98	8	0.98	8	0.98	8	0.98
9	0.98	9	0.98	9	0.98	9	0.98
10	0.98	10	0.98	10	0.98	10	0.98
11	0.98	11	0.98	11	0.98	11	0.98
12	0.98	12	0.98	12	0.98	12	0.98
13	0.98	13	0.98	13	0.98	13	0.98
14	0.98	14	0.98	14	0.98	14	0.98
15	0.98	15	0.98	15	0.98	15	0.98
16	0.98	16	0.98	16	0.98	16	0.98
17	0.98	17	0.98	17	0.98	17	0.98
18	0.98	18	0.98	18	0.98	18	0.98
19	0.98	19	0.98	19	0.98	19	0.98
20	0.98	20	0.98	20	0.98	20	0.98
21	0.98	21	0.98	21	0.98	21	0.98
22	0.98	22	0.98	22	0.98	22	0.98
23	0.98	23	0.98	23	0.98	23	0.98
24	0.98	24	0.98	24	0.98	24	0.98
25	0.98	25	0.98	25	0.98	25	0.98
26	0.98	26	0.98	26	0.98	26	0.98
27	0.98	27	0.98	27	0.98	27	0.98
28	0.98	28	0.98	28	0.98	28	0.98
29	0.98	29	0.98	29	0.98	29	0.98
30	0.98	30	0.98	30	0.98	30	0.98
31	0.98	31	0.98	31	0.98	31	0.98
32	0.98	32	0.98	32	0.98	32	0.98
33	0.98	33	0.98	33	0.98	33	0.98
34	0.98	34	0.98	34	0.98	34	0.98
35	0.98	35	0.98	35	0.98	35	0.98
36	0.98	36	0.98	36	0.98	36	0.98
37	0.98	37	0.98	37	0.98	37	0.98
38	0.98	38	0.98	38	0.98	38	0.98
39	0.98	39	0.98	39	0.98	39	0.98
40	0.98	40	0.98	40	0.98	40	0.98
41	0.98	41	0.98	41	0.98	41	0.98
42	0.98	42	0.98	42	0.98	42	0.98
43	0.98	43	0.98	43	0.98	43	0.98
44	0.98	44	0.97	44	0.98	44	0.98
45	0.98	45	0.97	45	0.98	45	0.98
46	0.98	46	0.97	46	0.98	46	0.98
47	0.98	47	0.97	47	0.98	47	0.98
48	0.98	48	0.97	48	0.98	48	0.98
49	0.97	49	0.97	49	0.98	49	0.98
50	0.97	50	0.97	50	0.98	50	0.98
51	0.97	51	0.97	51	0.98	51	0.98
52	0.97	52	0.97	52	0.98	52	0.98
53	0.97	53	0.97	53	0.98	53	0.98
54	0.97	54	0.97	54	0.98	54	0.98
55	0.97	55	0.97	55	0.98	55	0.98
