0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	-150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
0.01	150.000
